Competência	Código da terminologia	Nome da terminologia	Código TUSS	Forma de envio	Data de início de vigência	Data de fim de vigência	Data de fim de implantação	Tipo de Ação
Março/2021	64	Terminologia de Forma de Envio de Dados para a ANS	90499603	Consolidado	01/03/2021	31/03/2021	31/05/2021	Inativado por Alteração
Março/2021	64	Terminologia de Forma de Envio de Dados para a ANS	90499611	Consolidado	01/03/2021	31/03/2021	31/05/2021	Inativado por Alteração
Março/2021	64	Terminologia de Forma de Envio de Dados para a ANS	90499620	Consolidado	01/03/2021	31/03/2021	31/05/2021	Inativado por Alteração
Março/2021	64	Terminologia de Forma de Envio de Dados para a ANS	90499700	Consolidado	01/03/2021	31/03/2021	31/05/2021	Inativado por Alteração
Março/2021	64	Terminologia de Forma de Envio de Dados para a ANS	90501306	Consolidado	01/03/2021	31/03/2021	31/05/2021	Inativado por Alteração
Março/2021	64	Terminologia de Forma de Envio de Dados para a ANS	90501314	Consolidado	01/03/2021	31/03/2021	31/05/2021	Inativado por Alteração
Março/2021	64	Terminologia de Forma de Envio de Dados para a ANS	90501322	Consolidado	01/03/2021	31/03/2021	31/05/2021	Inativado por Alteração
Março/2021	64	Terminologia de Forma de Envio de Dados para a ANS	90501330	Consolidado	01/03/2021	31/03/2021	31/05/2021	Inativado por Alteração
Março/2021	64	Terminologia de Forma de Envio de Dados para a ANS	90003519	Individualizado	01/04/2021		31/08/2014	Alterado
Março/2021	64	Terminologia de Forma de Envio de Dados para a ANS	90003527	Individualizado	01/04/2021		31/08/2014	Alterado
Março/2021	64	Terminologia de Forma de Envio de Dados para a ANS	90003535	Individualizado	01/04/2021		31/08/2014	Alterado
Março/2021	64	Terminologia de Forma de Envio de Dados para a ANS	90003560	Individualizado	01/04/2021		31/08/2014	Alterado
Março/2021	64	Terminologia de Forma de Envio de Dados para a ANS	90007026	Individualizado	01/04/2021		31/08/2014	Alterado
Março/2021	64	Terminologia de Forma de Envio de Dados para a ANS	90022742	Individualizado	01/04/2021		31/08/2014	Alterado
Março/2021	64	Terminologia de Forma de Envio de Dados para a ANS	90055551	Individualizado	01/04/2021		31/08/2014	Alterado
Março/2021	64	Terminologia de Forma de Envio de Dados para a ANS	90055560	Individualizado	01/04/2021		31/08/2014	Alterado
Março/2021	64	Terminologia de Forma de Envio de Dados para a ANS	90069099	Individualizado	01/04/2021		31/08/2014	Alterado
Março/2021	64	Terminologia de Forma de Envio de Dados para a ANS	90072537	Individualizado	01/04/2021		31/08/2014	Alterado
Março/2021	64	Terminologia de Forma de Envio de Dados para a ANS	90072618	Individualizado	01/04/2021		31/08/2014	Alterado
Março/2021	64	Terminologia de Forma de Envio de Dados para a ANS	90072626	Individualizado	01/04/2021		31/08/2014	Alterado
Março/2021	64	Terminologia de Forma de Envio de Dados para a ANS	90078977	Individualizado	01/04/2021		31/08/2014	Alterado
Março/2021	64	Terminologia de Forma de Envio de Dados para a ANS	90079396	Individualizado	01/04/2021		31/08/2014	Alterado
Março/2021	64	Terminologia de Forma de Envio de Dados para a ANS	90116968	Individualizado	01/04/2021		31/08/2014	Alterado
Março/2021	64	Terminologia de Forma de Envio de Dados para a ANS	90118740	Individualizado	01/04/2021		31/08/2014	Alterado
Março/2021	64	Terminologia de Forma de Envio de Dados para a ANS	90137213	Individualizado	01/04/2021		31/08/2014	Alterado
Março/2021	64	Terminologia de Forma de Envio de Dados para a ANS	90137230	Individualizado	01/04/2021		31/08/2014	Alterado
Março/2021	64	Terminologia de Forma de Envio de Dados para a ANS	90175824	Individualizado	01/04/2021		31/08/2014	Alterado
Março/2021	64	Terminologia de Forma de Envio de Dados para a ANS	90208005	Individualizado	01/04/2021		31/08/2014	Alterado
Março/2021	64	Terminologia de Forma de Envio de Dados para a ANS	90212380	Individualizado	01/04/2021		31/08/2014	Alterado
Março/2021	64	Terminologia de Forma de Envio de Dados para a ANS	90212401	Individualizado	01/04/2021		31/08/2014	Alterado
Março/2021	64	Terminologia de Forma de Envio de Dados para a ANS	90240677	Individualizado	01/04/2021		31/08/2014	Alterado
Março/2021	64	Terminologia de Forma de Envio de Dados para a ANS	90240685	Individualizado	01/04/2021		31/08/2014	Alterado
Março/2021	64	Terminologia de Forma de Envio de Dados para a ANS	90250567	Individualizado	01/04/2021		31/08/2014	Alterado
Março/2021	64	Terminologia de Forma de Envio de Dados para a ANS	90250575	Individualizado	01/04/2021		31/08/2014	Alterado
Março/2021	64	Terminologia de Forma de Envio de Dados para a ANS	90250583	Individualizado	01/04/2021		31/08/2014	Alterado
Março/2021	64	Terminologia de Forma de Envio de Dados para a ANS	90250591	Individualizado	01/04/2021		31/08/2014	Alterado
Março/2021	64	Terminologia de Forma de Envio de Dados para a ANS	90259106	Individualizado	01/04/2021		31/08/2014	Alterado
Março/2021	64	Terminologia de Forma de Envio de Dados para a ANS	90267249	Individualizado	01/04/2021		31/08/2014	Alterado
Março/2021	64	Terminologia de Forma de Envio de Dados para a ANS	90267257	Individualizado	01/04/2021		31/08/2014	Alterado
Março/2021	64	Terminologia de Forma de Envio de Dados para a ANS	90280628	Individualizado	01/04/2021		31/08/2014	Alterado
Março/2021	64	Terminologia de Forma de Envio de Dados para a ANS	90280725	Individualizado	01/04/2021		31/08/2014	Alterado
Março/2021	64	Terminologia de Forma de Envio de Dados para a ANS	90297474	Individualizado	01/04/2021		31/03/2016	Alterado
Março/2021	64	Terminologia de Forma de Envio de Dados para a ANS	90297482	Individualizado	01/04/2021		31/03/2016	Alterado
Março/2021	64	Terminologia de Forma de Envio de Dados para a ANS	90301838	Individualizado	01/04/2021		31/03/2016	Alterado
Março/2021	64	Terminologia de Forma de Envio de Dados para a ANS	90312139	Individualizado	01/04/2021		31/03/2016	Alterado
Março/2021	64	Terminologia de Forma de Envio de Dados para a ANS	90322860	Individualizado	01/04/2021		31/03/2016	Alterado
Março/2021	64	Terminologia de Forma de Envio de Dados para a ANS	90339630	Individualizado	01/04/2021		31/08/2016	Alterado
Março/2021	64	Terminologia de Forma de Envio de Dados para a ANS	90352408	Individualizado	01/04/2021		31/12/2016	Alterado
Março/2021	64	Terminologia de Forma de Envio de Dados para a ANS	90362187	Individualizado	01/04/2021		09/07/2017	Alterado
Março/2021	64	Terminologia de Forma de Envio de Dados para a ANS	90374495	Individualizado	01/04/2021		31/03/2018	Alterado
Março/2021	64	Terminologia de Forma de Envio de Dados para a ANS	90395700	Individualizado	01/04/2021		31/08/2019	Alterado
Março/2021	64	Terminologia de Forma de Envio de Dados para a ANS	90396901	Individualizado	01/04/2021		31/08/2019	Alterado
Março/2021	64	Terminologia de Forma de Envio de Dados para a ANS	90396910	Individualizado	01/04/2021		31/08/2019	Alterado
Março/2021	64	Terminologia de Forma de Envio de Dados para a ANS	90396928	Individualizado	01/04/2021		31/08/2019	Alterado
Março/2021	64	Terminologia de Forma de Envio de Dados para a ANS	90396936	Individualizado	01/04/2021		31/08/2019	Alterado
Março/2021	64	Terminologia de Forma de Envio de Dados para a ANS	90396944	Individualizado	01/04/2021		31/08/2019	Alterado
Março/2021	64	Terminologia de Forma de Envio de Dados para a ANS	90396952	Individualizado	01/04/2021		31/08/2019	Alterado
Março/2021	64	Terminologia de Forma de Envio de Dados para a ANS	90397070	Individualizado	01/04/2021		31/08/2019	Alterado
Março/2021	64	Terminologia de Forma de Envio de Dados para a ANS	90399455	Individualizado	01/04/2021		31/08/2019	Alterado
Março/2021	64	Terminologia de Forma de Envio de Dados para a ANS	90399463	Individualizado	01/04/2021		31/08/2019	Alterado
Março/2021	64	Terminologia de Forma de Envio de Dados para a ANS	90400089	Individualizado	01/04/2021		31/08/2019	Alterado
Março/2021	64	Terminologia de Forma de Envio de Dados para a ANS	90400097	Individualizado	01/04/2021		31/08/2019	Alterado
Março/2021	64	Terminologia de Forma de Envio de Dados para a ANS	90400100	Individualizado	01/04/2021		31/08/2019	Alterado
Março/2021	64	Terminologia de Forma de Envio de Dados para a ANS	90400119	Individualizado	01/04/2021		31/08/2019	Alterado
Março/2021	64	Terminologia de Forma de Envio de Dados para a ANS	90400143	Individualizado	01/04/2021		31/08/2019	Alterado
Março/2021	64	Terminologia de Forma de Envio de Dados para a ANS	90400151	Individualizado	01/04/2021		31/08/2019	Alterado
Março/2021	64	Terminologia de Forma de Envio de Dados para a ANS	90400160	Individualizado	01/04/2021		31/08/2019	Alterado
Março/2021	64	Terminologia de Forma de Envio de Dados para a ANS	90404084	Individualizado	01/04/2021		31/08/2019	Alterado
Março/2021	64	Terminologia de Forma de Envio de Dados para a ANS	90404220	Individualizado	01/04/2021		31/08/2019	Alterado
Março/2021	64	Terminologia de Forma de Envio de Dados para a ANS	90404246	Individualizado	01/04/2021		31/08/2019	Alterado
Março/2021	64	Terminologia de Forma de Envio de Dados para a ANS	90408829	Individualizado	01/04/2021		31/08/2019	Alterado
Março/2021	64	Terminologia de Forma de Envio de Dados para a ANS	90408837	Individualizado	01/04/2021		31/08/2019	Alterado
Março/2021	64	Terminologia de Forma de Envio de Dados para a ANS	90408845	Individualizado	01/04/2021		31/08/2019	Alterado
Março/2021	64	Terminologia de Forma de Envio de Dados para a ANS	90408853	Individualizado	01/04/2021		31/08/2019	Alterado
Março/2021	64	Terminologia de Forma de Envio de Dados para a ANS	90409990	Individualizado	01/04/2021		31/08/2019	Alterado
Março/2021	64	Terminologia de Forma de Envio de Dados para a ANS	90414993	Individualizado	01/04/2021		31/08/2019	Alterado
Março/2021	64	Terminologia de Forma de Envio de Dados para a ANS	90415302	Individualizado	01/04/2021		31/08/2019	Alterado
Março/2021	64	Terminologia de Forma de Envio de Dados para a ANS	90415310	Individualizado	01/04/2021		31/08/2019	Alterado
Março/2021	64	Terminologia de Forma de Envio de Dados para a ANS	90415957	Individualizado	01/04/2021		31/08/2019	Alterado
Março/2021	64	Terminologia de Forma de Envio de Dados para a ANS	90415965	Individualizado	01/04/2021		31/08/2019	Alterado
Março/2021	64	Terminologia de Forma de Envio de Dados para a ANS	90415973	Individualizado	01/04/2021		31/08/2019	Alterado
Março/2021	64	Terminologia de Forma de Envio de Dados para a ANS	90415981	Individualizado	01/04/2021		31/08/2019	Alterado
Março/2021	64	Terminologia de Forma de Envio de Dados para a ANS	90417356	Individualizado	01/04/2021		31/08/2019	Alterado
Março/2021	64	Terminologia de Forma de Envio de Dados para a ANS	90417364	Individualizado	01/04/2021		31/08/2019	Alterado
Março/2021	64	Terminologia de Forma de Envio de Dados para a ANS	90417372	Individualizado	01/04/2021		31/08/2019	Alterado
Março/2021	64	Terminologia de Forma de Envio de Dados para a ANS	90420616	Individualizado	01/04/2021		31/08/2019	Alterado
Março/2021	64	Terminologia de Forma de Envio de Dados para a ANS	90420624	Individualizado	01/04/2021		31/08/2019	Alterado
Março/2021	64	Terminologia de Forma de Envio de Dados para a ANS	90420632	Individualizado	01/04/2021		31/08/2019	Alterado
Março/2021	64	Terminologia de Forma de Envio de Dados para a ANS	90420640	Individualizado	01/04/2021		31/08/2019	Alterado
Março/2021	64	Terminologia de Forma de Envio de Dados para a ANS	90420659	Individualizado	01/04/2021		31/08/2019	Alterado
Março/2021	64	Terminologia de Forma de Envio de Dados para a ANS	90420667	Individualizado	01/04/2021		31/08/2019	Alterado
Março/2021	64	Terminologia de Forma de Envio de Dados para a ANS	90420675	Individualizado	01/04/2021		31/08/2019	Alterado
Março/2021	64	Terminologia de Forma de Envio de Dados para a ANS	90420683	Individualizado	01/04/2021		31/08/2019	Alterado
Março/2021	64	Terminologia de Forma de Envio de Dados para a ANS	90421370	Individualizado	01/04/2021		31/08/2019	Alterado
Março/2021	64	Terminologia de Forma de Envio de Dados para a ANS	90424166	Individualizado	01/04/2021		31/08/2019	Alterado
Março/2021	64	Terminologia de Forma de Envio de Dados para a ANS	90424174	Individualizado	01/04/2021		31/08/2019	Alterado
Março/2021	64	Terminologia de Forma de Envio de Dados para a ANS	90424999	Individualizado	01/04/2021		31/08/2019	Alterado
Março/2021	64	Terminologia de Forma de Envio de Dados para a ANS	90426002	Individualizado	01/04/2021		31/08/2019	Alterado
Março/2021	64	Terminologia de Forma de Envio de Dados para a ANS	90426029	Individualizado	01/04/2021		31/08/2019	Alterado
Março/2021	64	Terminologia de Forma de Envio de Dados para a ANS	90426037	Individualizado	01/04/2021		31/08/2019	Alterado
Março/2021	64	Terminologia de Forma de Envio de Dados para a ANS	90426045	Individualizado	01/04/2021		31/08/2019	Alterado
Março/2021	64	Terminologia de Forma de Envio de Dados para a ANS	90426053	Individualizado	01/04/2021		31/08/2019	Alterado
Março/2021	64	Terminologia de Forma de Envio de Dados para a ANS	90426096	Individualizado	01/04/2021		31/08/2019	Alterado
Março/2021	64	Terminologia de Forma de Envio de Dados para a ANS	90426100	Individualizado	01/04/2021		31/08/2019	Alterado
Março/2021	64	Terminologia de Forma de Envio de Dados para a ANS	90426118	Individualizado	01/04/2021		31/08/2019	Alterado
Março/2021	64	Terminologia de Forma de Envio de Dados para a ANS	90427297	Individualizado	01/04/2021		31/08/2019	Alterado
Março/2021	64	Terminologia de Forma de Envio de Dados para a ANS	90427300	Individualizado	01/04/2021		31/08/2019	Alterado
Março/2021	64	Terminologia de Forma de Envio de Dados para a ANS	90427319	Individualizado	01/04/2021		31/08/2019	Alterado
Março/2021	64	Terminologia de Forma de Envio de Dados para a ANS	90427327	Individualizado	01/04/2021		31/08/2019	Alterado
Março/2021	64	Terminologia de Forma de Envio de Dados para a ANS	90429028	Individualizado	01/04/2021		31/08/2019	Alterado
Março/2021	64	Terminologia de Forma de Envio de Dados para a ANS	90429052	Individualizado	01/04/2021		31/08/2019	Alterado
Março/2021	64	Terminologia de Forma de Envio de Dados para a ANS	90429060	Individualizado	01/04/2021		31/08/2019	Alterado
Março/2021	64	Terminologia de Forma de Envio de Dados para a ANS	90429265	Individualizado	01/04/2021		31/08/2019	Alterado
Março/2021	64	Terminologia de Forma de Envio de Dados para a ANS	90429273	Individualizado	01/04/2021		31/08/2019	Alterado
Março/2021	64	Terminologia de Forma de Envio de Dados para a ANS	90429281	Individualizado	01/04/2021		31/08/2019	Alterado
Março/2021	64	Terminologia de Forma de Envio de Dados para a ANS	90429443	Individualizado	01/04/2021		31/08/2019	Alterado
Março/2021	64	Terminologia de Forma de Envio de Dados para a ANS	90429451	Individualizado	01/04/2021		31/08/2019	Alterado
Março/2021	64	Terminologia de Forma de Envio de Dados para a ANS	90429524	Individualizado	01/04/2021		31/08/2019	Alterado
Março/2021	64	Terminologia de Forma de Envio de Dados para a ANS	90429532	Individualizado	01/04/2021		31/08/2019	Alterado
Março/2021	64	Terminologia de Forma de Envio de Dados para a ANS	90429540	Individualizado	01/04/2021		31/08/2019	Alterado
Março/2021	64	Terminologia de Forma de Envio de Dados para a ANS	90429559	Individualizado	01/04/2021		31/08/2019	Alterado
Março/2021	64	Terminologia de Forma de Envio de Dados para a ANS	90430255	Individualizado	01/04/2021		31/08/2019	Alterado
Março/2021	64	Terminologia de Forma de Envio de Dados para a ANS	90430557	Individualizado	01/04/2021		31/08/2019	Alterado
Março/2021	64	Terminologia de Forma de Envio de Dados para a ANS	90430565	Individualizado	01/04/2021		31/08/2019	Alterado
Março/2021	64	Terminologia de Forma de Envio de Dados para a ANS	90430620	Individualizado	01/04/2021		31/08/2019	Alterado
Março/2021	64	Terminologia de Forma de Envio de Dados para a ANS	90430638	Individualizado	01/04/2021		31/08/2019	Alterado
Março/2021	64	Terminologia de Forma de Envio de Dados para a ANS	90430646	Individualizado	01/04/2021		31/08/2019	Alterado
Março/2021	64	Terminologia de Forma de Envio de Dados para a ANS	90430654	Individualizado	01/04/2021		31/08/2019	Alterado
Março/2021	64	Terminologia de Forma de Envio de Dados para a ANS	90430662	Individualizado	01/04/2021		31/08/2019	Alterado
Março/2021	64	Terminologia de Forma de Envio de Dados para a ANS	90430670	Individualizado	01/04/2021		31/08/2019	Alterado
Março/2021	64	Terminologia de Forma de Envio de Dados para a ANS	90430689	Individualizado	01/04/2021		31/08/2019	Alterado
Março/2021	64	Terminologia de Forma de Envio de Dados para a ANS	90430697	Individualizado	01/04/2021		31/08/2019	Alterado
Março/2021	64	Terminologia de Forma de Envio de Dados para a ANS	90430700	Individualizado	01/04/2021		31/08/2019	Alterado
Março/2021	64	Terminologia de Forma de Envio de Dados para a ANS	90430719	Individualizado	01/04/2021		31/08/2019	Alterado
Março/2021	64	Terminologia de Forma de Envio de Dados para a ANS	90430727	Individualizado	01/04/2021		31/08/2019	Alterado
Março/2021	64	Terminologia de Forma de Envio de Dados para a ANS	90430735	Individualizado	01/04/2021		31/08/2019	Alterado
Março/2021	64	Terminologia de Forma de Envio de Dados para a ANS	90431138	Individualizado	01/04/2021		31/08/2019	Alterado
Março/2021	64	Terminologia de Forma de Envio de Dados para a ANS	90431170	Individualizado	01/04/2021		31/08/2019	Alterado
Março/2021	64	Terminologia de Forma de Envio de Dados para a ANS	90431189	Individualizado	01/04/2021		31/08/2019	Alterado
Março/2021	64	Terminologia de Forma de Envio de Dados para a ANS	90431197	Individualizado	01/04/2021		31/08/2019	Alterado
Março/2021	64	Terminologia de Forma de Envio de Dados para a ANS	90431200	Individualizado	01/04/2021		31/08/2019	Alterado
Março/2021	64	Terminologia de Forma de Envio de Dados para a ANS	90431219	Individualizado	01/04/2021		31/08/2019	Alterado
Março/2021	64	Terminologia de Forma de Envio de Dados para a ANS	90431227	Individualizado	01/04/2021		31/08/2019	Alterado
Março/2021	64	Terminologia de Forma de Envio de Dados para a ANS	90432088	Individualizado	01/04/2021		31/08/2019	Alterado
Março/2021	64	Terminologia de Forma de Envio de Dados para a ANS	90435567	Individualizado	01/04/2021		31/12/2019	Alterado
Março/2021	64	Terminologia de Forma de Envio de Dados para a ANS	90435575	Individualizado	01/04/2021		31/12/2019	Alterado
Março/2021	64	Terminologia de Forma de Envio de Dados para a ANS	90435966	Individualizado	01/04/2021		31/12/2019	Alterado
Março/2021	64	Terminologia de Forma de Envio de Dados para a ANS	90435974	Individualizado	01/04/2021		31/12/2019	Alterado
Março/2021	64	Terminologia de Forma de Envio de Dados para a ANS	90438698	Individualizado	01/04/2021		31/12/2019	Alterado
Março/2021	64	Terminologia de Forma de Envio de Dados para a ANS	90438701	Individualizado	01/04/2021		31/12/2019	Alterado
Março/2021	64	Terminologia de Forma de Envio de Dados para a ANS	90439309	Individualizado	01/04/2021		31/12/2019	Alterado
Março/2021	64	Terminologia de Forma de Envio de Dados para a ANS	90439562	Individualizado	01/04/2021		31/03/2020	Alterado
Março/2021	64	Terminologia de Forma de Envio de Dados para a ANS	90439570	Individualizado	01/04/2021		31/03/2020	Alterado
Março/2021	64	Terminologia de Forma de Envio de Dados para a ANS	90439589	Individualizado	01/04/2021		31/03/2020	Alterado
Março/2021	64	Terminologia de Forma de Envio de Dados para a ANS	90439597	Individualizado	01/04/2021		31/03/2020	Alterado
Março/2021	64	Terminologia de Forma de Envio de Dados para a ANS	90439740	Individualizado	01/04/2021		31/03/2020	Alterado
Março/2021	64	Terminologia de Forma de Envio de Dados para a ANS	90439759	Individualizado	01/04/2021		31/03/2020	Alterado
Março/2021	64	Terminologia de Forma de Envio de Dados para a ANS	90440498	Individualizado	01/04/2021		31/03/2020	Alterado
Março/2021	64	Terminologia de Forma de Envio de Dados para a ANS	90440501	Individualizado	01/04/2021		31/03/2020	Alterado
Março/2021	64	Terminologia de Forma de Envio de Dados para a ANS	90441907	Individualizado	01/04/2021		31/03/2020	Alterado
Março/2021	64	Terminologia de Forma de Envio de Dados para a ANS	90442326	Individualizado	01/04/2021		31/03/2020	Alterado
Março/2021	64	Terminologia de Forma de Envio de Dados para a ANS	90442334	Individualizado	01/04/2021		31/03/2020	Alterado
Março/2021	64	Terminologia de Forma de Envio de Dados para a ANS	90442962	Individualizado	01/04/2021		31/03/2020	Alterado
Março/2021	64	Terminologia de Forma de Envio de Dados para a ANS	90443411	Individualizado	01/04/2021		31/03/2020	Alterado
Março/2021	64	Terminologia de Forma de Envio de Dados para a ANS	90443420	Individualizado	01/04/2021		31/03/2020	Alterado
Março/2021	64	Terminologia de Forma de Envio de Dados para a ANS	90443438	Individualizado	01/04/2021		31/03/2020	Alterado
Março/2021	64	Terminologia de Forma de Envio de Dados para a ANS	90443446	Individualizado	01/04/2021		31/03/2020	Alterado
Março/2021	64	Terminologia de Forma de Envio de Dados para a ANS	90443560	Individualizado	01/04/2021		31/03/2020	Alterado
Março/2021	64	Terminologia de Forma de Envio de Dados para a ANS	90443578	Individualizado	01/04/2021		31/03/2020	Alterado
Março/2021	64	Terminologia de Forma de Envio de Dados para a ANS	90443586	Individualizado	01/04/2021		31/03/2020	Alterado
Março/2021	64	Terminologia de Forma de Envio de Dados para a ANS	90444060	Individualizado	01/04/2021		31/03/2020	Alterado
Março/2021	64	Terminologia de Forma de Envio de Dados para a ANS	90444078	Individualizado	01/04/2021		31/03/2020	Alterado
Março/2021	64	Terminologia de Forma de Envio de Dados para a ANS	90444086	Individualizado	01/04/2021		31/03/2020	Alterado
Março/2021	64	Terminologia de Forma de Envio de Dados para a ANS	90444450	Individualizado	01/04/2021		31/03/2020	Alterado
Março/2021	64	Terminologia de Forma de Envio de Dados para a ANS	90444604	Individualizado	01/04/2021		31/08/2020	Alterado
Março/2021	64	Terminologia de Forma de Envio de Dados para a ANS	90444612	Individualizado	01/04/2021		31/08/2020	Alterado
Março/2021	64	Terminologia de Forma de Envio de Dados para a ANS	90445252	Individualizado	01/04/2021		31/08/2020	Alterado
Março/2021	64	Terminologia de Forma de Envio de Dados para a ANS	90445783	Individualizado	01/04/2021		31/08/2020	Alterado
Março/2021	64	Terminologia de Forma de Envio de Dados para a ANS	90445805	Individualizado	01/04/2021		31/08/2020	Alterado
Março/2021	64	Terminologia de Forma de Envio de Dados para a ANS	90446496	Individualizado	01/04/2021		31/08/2020	Alterado
Março/2021	64	Terminologia de Forma de Envio de Dados para a ANS	90446500	Individualizado	01/04/2021		31/08/2020	Alterado
Março/2021	64	Terminologia de Forma de Envio de Dados para a ANS	90446518	Individualizado	01/04/2021		31/08/2020	Alterado
Março/2021	64	Terminologia de Forma de Envio de Dados para a ANS	90446895	Individualizado	01/04/2021		31/08/2020	Alterado
Março/2021	64	Terminologia de Forma de Envio de Dados para a ANS	90446950	Individualizado	01/04/2021		31/08/2020	Alterado
Março/2021	64	Terminologia de Forma de Envio de Dados para a ANS	90449410	Individualizado	01/04/2021		31/08/2020	Alterado
Março/2021	64	Terminologia de Forma de Envio de Dados para a ANS	90449428	Individualizado	01/04/2021		31/08/2020	Alterado
Março/2021	64	Terminologia de Forma de Envio de Dados para a ANS	90450019	Individualizado	01/04/2021		31/08/2020	Alterado
Março/2021	64	Terminologia de Forma de Envio de Dados para a ANS	90450167	Individualizado	01/04/2021		31/08/2020	Alterado
Março/2021	64	Terminologia de Forma de Envio de Dados para a ANS	90450175	Individualizado	01/04/2021		31/08/2020	Alterado
Março/2021	64	Terminologia de Forma de Envio de Dados para a ANS	90450183	Individualizado	01/04/2021		31/08/2020	Alterado
Março/2021	64	Terminologia de Forma de Envio de Dados para a ANS	90450191	Individualizado	01/04/2021		31/08/2020	Alterado
Março/2021	64	Terminologia de Forma de Envio de Dados para a ANS	90450310	Individualizado	01/04/2021		31/08/2020	Alterado
Março/2021	64	Terminologia de Forma de Envio de Dados para a ANS	90450329	Individualizado	01/04/2021		31/08/2020	Alterado
Março/2021	64	Terminologia de Forma de Envio de Dados para a ANS	90450337	Individualizado	01/04/2021		31/08/2020	Alterado
Março/2021	64	Terminologia de Forma de Envio de Dados para a ANS	90450485	Individualizado	01/04/2021		31/08/2020	Alterado
Março/2021	64	Terminologia de Forma de Envio de Dados para a ANS	90450531	Individualizado	01/04/2021		31/08/2020	Alterado
Março/2021	64	Terminologia de Forma de Envio de Dados para a ANS	90451538	Individualizado	01/04/2021		31/08/2020	Alterado
Março/2021	64	Terminologia de Forma de Envio de Dados para a ANS	90451546	Individualizado	01/04/2021		31/08/2020	Alterado
Março/2021	64	Terminologia de Forma de Envio de Dados para a ANS	90451554	Individualizado	01/04/2021		31/08/2020	Alterado
Março/2021	64	Terminologia de Forma de Envio de Dados para a ANS	90452348	Individualizado	01/04/2021		31/08/2020	Alterado
Março/2021	64	Terminologia de Forma de Envio de Dados para a ANS	90452470	Individualizado	01/04/2021		31/08/2020	Alterado
Março/2021	64	Terminologia de Forma de Envio de Dados para a ANS	90452569	Individualizado	01/04/2021		31/08/2020	Alterado
Março/2021	64	Terminologia de Forma de Envio de Dados para a ANS	90452577	Individualizado	01/04/2021		31/08/2020	Alterado
Março/2021	64	Terminologia de Forma de Envio de Dados para a ANS	90452585	Individualizado	01/04/2021		31/08/2020	Alterado
Março/2021	64	Terminologia de Forma de Envio de Dados para a ANS	90452674	Individualizado	01/04/2021		31/08/2020	Alterado
Março/2021	64	Terminologia de Forma de Envio de Dados para a ANS	90452682	Individualizado	01/04/2021		31/08/2020	Alterado
Março/2021	64	Terminologia de Forma de Envio de Dados para a ANS	90452690	Individualizado	01/04/2021		31/08/2020	Alterado
Março/2021	64	Terminologia de Forma de Envio de Dados para a ANS	90453034	Individualizado	01/04/2021		31/08/2020	Alterado
Março/2021	64	Terminologia de Forma de Envio de Dados para a ANS	90453042	Individualizado	01/04/2021		31/08/2020	Alterado
Março/2021	64	Terminologia de Forma de Envio de Dados para a ANS	90453050	Individualizado	01/04/2021		31/08/2020	Alterado
Março/2021	64	Terminologia de Forma de Envio de Dados para a ANS	90453069	Individualizado	01/04/2021		31/08/2020	Alterado
Março/2021	64	Terminologia de Forma de Envio de Dados para a ANS	90453077	Individualizado	01/04/2021		31/08/2020	Alterado
Março/2021	64	Terminologia de Forma de Envio de Dados para a ANS	90453123	Individualizado	01/04/2021		31/08/2020	Alterado
Março/2021	64	Terminologia de Forma de Envio de Dados para a ANS	90453190	Individualizado	01/04/2021		31/08/2020	Alterado
Março/2021	64	Terminologia de Forma de Envio de Dados para a ANS	90453204	Individualizado	01/04/2021		31/08/2020	Alterado
Março/2021	64	Terminologia de Forma de Envio de Dados para a ANS	90453310	Individualizado	01/04/2021		31/08/2020	Alterado
Março/2021	64	Terminologia de Forma de Envio de Dados para a ANS	90453328	Individualizado	01/04/2021		31/08/2020	Alterado
Março/2021	64	Terminologia de Forma de Envio de Dados para a ANS	90455630	Individualizado	01/04/2021		31/08/2020	Alterado
Março/2021	64	Terminologia de Forma de Envio de Dados para a ANS	90455673	Individualizado	01/04/2021		31/08/2020	Alterado
Março/2021	64	Terminologia de Forma de Envio de Dados para a ANS	90455711	Individualizado	01/04/2021		31/08/2020	Alterado
Março/2021	64	Terminologia de Forma de Envio de Dados para a ANS	90455720	Individualizado	01/04/2021		31/08/2020	Alterado
Março/2021	64	Terminologia de Forma de Envio de Dados para a ANS	90455738	Individualizado	01/04/2021		31/08/2020	Alterado
Março/2021	64	Terminologia de Forma de Envio de Dados para a ANS	90455800	Individualizado	01/04/2021		31/08/2020	Alterado
Março/2021	64	Terminologia de Forma de Envio de Dados para a ANS	90455835	Individualizado	01/04/2021		31/08/2020	Alterado
Março/2021	64	Terminologia de Forma de Envio de Dados para a ANS	90455916	Individualizado	01/04/2021		31/08/2020	Alterado
Março/2021	64	Terminologia de Forma de Envio de Dados para a ANS	90455924	Individualizado	01/04/2021		31/08/2020	Alterado
Março/2021	64	Terminologia de Forma de Envio de Dados para a ANS	90455975	Individualizado	01/04/2021		31/08/2020	Alterado
Março/2021	64	Terminologia de Forma de Envio de Dados para a ANS	90456343	Individualizado	01/04/2021		31/08/2020	Alterado
Março/2021	64	Terminologia de Forma de Envio de Dados para a ANS	90456351	Individualizado	01/04/2021		31/08/2020	Alterado
Março/2021	64	Terminologia de Forma de Envio de Dados para a ANS	90456556	Individualizado	01/04/2021		31/08/2020	Alterado
