Competência	Código da terminologia	Nome da terminologia	Código do Termo	Termo	Data de início de vigência	Data de fim de vigência	Data de fim de implantação	Tipo de Ação
Julho/2021	64	Terminologia de Forma de Envio de Dados para a ANS	20204213	Individualizado	01/08/2021		31/10/2021	Incluído
Julho/2021	64	Terminologia de Forma de Envio de Dados para a ANS	20204221	Individualizado	01/08/2021		31/10/2021	Incluído
Julho/2021	64	Terminologia de Forma de Envio de Dados para a ANS	30303125	Individualizado	01/08/2021		31/10/2021	Incluído
Julho/2021	64	Terminologia de Forma de Envio de Dados para a ANS	30304130	Individualizado	01/08/2021		31/10/2021	Incluído
Julho/2021	64	Terminologia de Forma de Envio de Dados para a ANS	30304148	Individualizado	01/08/2021		31/10/2021	Incluído
Julho/2021	64	Terminologia de Forma de Envio de Dados para a ANS	30306086	Individualizado	01/08/2021		31/10/2021	Incluído
Julho/2021	64	Terminologia de Forma de Envio de Dados para a ANS	30404150	Individualizado	01/08/2021		31/10/2021	Incluído
Julho/2021	64	Terminologia de Forma de Envio de Dados para a ANS	30602360	Individualizado	01/08/2021		31/10/2021	Incluído
Julho/2021	64	Terminologia de Forma de Envio de Dados para a ANS	30602378	Individualizado	01/08/2021		31/10/2021	Incluído
Julho/2021	64	Terminologia de Forma de Envio de Dados para a ANS	30602386	Individualizado	01/08/2021		31/10/2021	Incluído
Julho/2021	64	Terminologia de Forma de Envio de Dados para a ANS	30602394	Individualizado	01/08/2021		31/10/2021	Incluído
Julho/2021	64	Terminologia de Forma de Envio de Dados para a ANS	30602408	Individualizado	01/08/2021		31/10/2021	Incluído
Julho/2021	64	Terminologia de Forma de Envio de Dados para a ANS	30602416	Individualizado	01/08/2021		31/10/2021	Incluído
Julho/2021	64	Terminologia de Forma de Envio de Dados para a ANS	30602424	Individualizado	01/08/2021		31/10/2021	Incluído
Julho/2021	64	Terminologia de Forma de Envio de Dados para a ANS	30602432	Individualizado	01/08/2021		31/10/2021	Incluído
Julho/2021	64	Terminologia de Forma de Envio de Dados para a ANS	30602440	Individualizado	01/08/2021		31/10/2021	Incluído
Julho/2021	64	Terminologia de Forma de Envio de Dados para a ANS	30602467	Individualizado	01/08/2021		31/10/2021	Incluído
Julho/2021	64	Terminologia de Forma de Envio de Dados para a ANS	30806062	Individualizado	01/08/2021		31/10/2021	Incluído
Julho/2021	64	Terminologia de Forma de Envio de Dados para a ANS	30806070	Individualizado	01/08/2021		31/10/2021	Incluído
Julho/2021	64	Terminologia de Forma de Envio de Dados para a ANS	30912300	Individualizado	01/08/2021		31/10/2021	Incluído
Julho/2021	64	Terminologia de Forma de Envio de Dados para a ANS	30912318	Individualizado	01/08/2021		31/10/2021	Incluído
Julho/2021	64	Terminologia de Forma de Envio de Dados para a ANS	30918049	Individualizado	01/08/2021		31/10/2021	Incluído
Julho/2021	64	Terminologia de Forma de Envio de Dados para a ANS	31101607	Individualizado	01/08/2021		31/10/2021	Incluído
Julho/2021	64	Terminologia de Forma de Envio de Dados para a ANS	31101615	Individualizado	01/08/2021		31/10/2021	Incluído
Julho/2021	64	Terminologia de Forma de Envio de Dados para a ANS	31203167	Individualizado	01/08/2021		31/10/2021	Incluído
Julho/2021	64	Terminologia de Forma de Envio de Dados para a ANS	31303340	Individualizado	01/08/2021		31/10/2021	Incluído
Julho/2021	64	Terminologia de Forma de Envio de Dados para a ANS	31303374	Individualizado	01/08/2021		31/10/2021	Incluído
Julho/2021	64	Terminologia de Forma de Envio de Dados para a ANS	31303382	Individualizado	01/08/2021		31/10/2021	Incluído
Julho/2021	64	Terminologia de Forma de Envio de Dados para a ANS	31307299	Individualizado	01/08/2021		31/10/2021	Incluído
Julho/2021	64	Terminologia de Forma de Envio de Dados para a ANS	31309267	Individualizado	01/08/2021		31/10/2021	Incluído
Julho/2021	64	Terminologia de Forma de Envio de Dados para a ANS	31603017	Individualizado	01/08/2021		31/10/2021	Incluído
Julho/2021	64	Terminologia de Forma de Envio de Dados para a ANS	40202780	Individualizado	01/08/2021		31/10/2021	Incluído
Julho/2021	64	Terminologia de Forma de Envio de Dados para a ANS	40202798	Individualizado	01/08/2021		31/10/2021	Incluído
Julho/2021	64	Terminologia de Forma de Envio de Dados para a ANS	40324800	Individualizado	01/08/2021		31/10/2021	Incluído
Julho/2021	64	Terminologia de Forma de Envio de Dados para a ANS	40325016	Individualizado	01/08/2021		31/10/2021	Incluído
Julho/2021	64	Terminologia de Forma de Envio de Dados para a ANS	40402231	Individualizado	01/08/2021		31/10/2021	Incluído
Julho/2021	64	Terminologia de Forma de Envio de Dados para a ANS	40404552	Individualizado	01/08/2021		31/10/2021	Incluído
Julho/2021	64	Terminologia de Forma de Envio de Dados para a ANS	40404560	Individualizado	01/08/2021		31/10/2021	Incluído
Julho/2021	64	Terminologia de Forma de Envio de Dados para a ANS	41301579	Individualizado	01/08/2021		31/10/2021	Incluído
Julho/2021	64	Terminologia de Forma de Envio de Dados para a ANS	41301587	Individualizado	01/08/2021		31/10/2021	Incluído
Julho/2021	64	Terminologia de Forma de Envio de Dados para a ANS	41301595	Individualizado	01/08/2021		31/10/2021	Incluído
Julho/2021	64	Terminologia de Forma de Envio de Dados para a ANS	41401743	Individualizado	01/08/2021		31/10/2021	Incluído
Julho/2021	64	Terminologia de Forma de Envio de Dados para a ANS	41501330	Individualizado	01/08/2021		31/10/2021	Incluído
Julho/2021	64	Terminologia de Forma de Envio de Dados para a ANS	41501349	Individualizado	01/08/2021		31/10/2021	Incluído
Julho/2021	64	Terminologia de Forma de Envio de Dados para a ANS	20101279	Individualizado	01/08/2021		31/10/2021	Incluído
Julho/2021	64	Terminologia de Forma de Envio de Dados para a ANS	20101350	Individualizado	01/08/2021		31/10/2021	Incluído
Julho/2021	64	Terminologia de Forma de Envio de Dados para a ANS	20101406	Individualizado	01/08/2021		31/10/2021	Incluído
Julho/2021	64	Terminologia de Forma de Envio de Dados para a ANS	30312140	Individualizado	01/08/2021		31/10/2021	Incluído
Julho/2021	64	Terminologia de Forma de Envio de Dados para a ANS	30918057	Individualizado	01/08/2021		31/10/2021	Incluído
Julho/2021	64	Terminologia de Forma de Envio de Dados para a ANS	30918065	Individualizado	01/08/2021		31/10/2021	Incluído
Julho/2021	64	Terminologia de Forma de Envio de Dados para a ANS	31303358	Individualizado	01/08/2021		31/10/2021	Incluído
Julho/2021	64	Terminologia de Forma de Envio de Dados para a ANS	31303366	Individualizado	01/08/2021		31/10/2021	Incluído
Julho/2021	64	Terminologia de Forma de Envio de Dados para a ANS	31309283	Individualizado	01/08/2021		31/10/2021	Incluído
Julho/2021	64	Terminologia de Forma de Envio de Dados para a ANS	31309291	Individualizado	01/08/2021		31/10/2021	Incluído
Julho/2021	64	Terminologia de Forma de Envio de Dados para a ANS	40401030	Individualizado	01/08/2021		31/10/2021	Incluído
Julho/2021	64	Terminologia de Forma de Envio de Dados para a ANS	40401049	Individualizado	01/08/2021		31/10/2021	Incluído
Julho/2021	64	Terminologia de Forma de Envio de Dados para a ANS	40401057	Individualizado	01/08/2021		31/10/2021	Incluído
Julho/2021	64	Terminologia de Forma de Envio de Dados para a ANS	40402185	Individualizado	01/08/2021		31/10/2021	Incluído
Julho/2021	64	Terminologia de Forma de Envio de Dados para a ANS	40402193	Individualizado	01/08/2021		31/10/2021	Incluído
Julho/2021	64	Terminologia de Forma de Envio de Dados para a ANS	40402207	Individualizado	01/08/2021		31/10/2021	Incluído
Julho/2021	64	Terminologia de Forma de Envio de Dados para a ANS	40402215	Individualizado	01/08/2021		31/10/2021	Incluído
Julho/2021	64	Terminologia de Forma de Envio de Dados para a ANS	40809196	Individualizado	01/08/2021		31/10/2021	Incluído
Julho/2021	64	Terminologia de Forma de Envio de Dados para a ANS	40809200	Individualizado	01/08/2021		31/10/2021	Incluído
Julho/2021	64	Terminologia de Forma de Envio de Dados para a ANS	40809218	Individualizado	01/08/2021		31/10/2021	Incluído
Julho/2021	64	Terminologia de Forma de Envio de Dados para a ANS	40809226	Individualizado	01/08/2021		31/10/2021	Incluído
